Date,2in,22in,42in,62in,82in,102in,122in,142in,162in
26-04-20 15:15:00 ,4.87,3.77,3.43,3.26,3.21,3.04,3.06,2.89,2.89
26-04-20 15:20:00 ,5.51,4.16,3.71,3.43,3.3,3.09,3.13,2.89,2.89
26-04-20 15:25:00 ,4.52,3.52,3.17,2.94,2.85,2.72,2.7,2.55,2.55
26-04-20 15:30:00 ,4.44,3.43,3.06,2.89,2.83,2.72,2.72,2.57,2.57
26-04-20 15:35:00 ,3.86,2.98,2.68,2.53,2.49,2.38,2.38,2.25,2.25
26-04-20 15:40:00 ,3.82,3.06,2.81,2.68,2.64,2.55,2.57,2.44,2.46
26-04-20 15:45:00 ,4.37,3.52,3.21,3.04,2.98,2.85,2.87,2.74,2.74
26-04-20 15:50:00 ,5.68,4.24,3.73,3.41,3.26,3.09,3.19,2.98,3
26-04-20 15:55:00 ,6.86,5.34,4.78,4.46,4.35,4.05,4.12,3.9,3.92
26-04-20 16:00:00 ,4.31,3.47,3.21,3.06,3,2.91,2.89,2.76,2.76
26-04-20 16:05:00 ,3.6,3.04,2.85,2.72,2.7,2.61,2.61,2.51,2.51
26-04-20 16:10:00 ,3.71,3.09,2.85,2.72,2.68,2.59,2.61,2.51,2.51
26-04-20 16:15:00 ,4.05,3.39,3.11,2.96,2.87,2.72,2.72,2.59,2.61
26-04-20 16:20:00 ,4.07,3.39,3.15,2.98,2.94,2.79,2.81,2.7,2.7
26-04-20 16:25:00 ,3.9,3.26,3.02,2.89,2.85,2.76,2.74,2.64,2.61
26-04-20 16:30:00 ,3.39,2.85,2.64,2.53,2.51,2.42,2.44,2.34,2.36
26-04-20 16:35:00 ,3.71,3.19,3,2.89,2.83,2.76,2.76,2.64,2.66
26-04-20 16:40:00 ,4.16,3.52,3.3,3.17,3.13,3.04,3.04,2.91,2.91
26-04-20 16:45:00 ,3.88,3.21,2.98,2.89,2.89,2.81,2.81,2.7,2.72
26-04-20 16:50:00 ,3.94,3.26,3.02,2.94,2.87,2.81,2.83,2.7,2.72
26-04-20 16:55:00 ,3.9,3.28,3.06,2.96,2.91,2.81,2.83,2.7,2.7
26-04-20 17:00:00 ,4.61,3.75,3.47,3.32,3.24,3.06,3.15,2.96,2.98
26-04-20 17:05:00 ,5.1,4.14,3.82,3.62,3.58,3.39,3.41,3.21,3.21
26-04-20 17:10:00 ,6.45,5.21,4.87,4.69,4.63,4.46,4.48,4.29,4.31
26-04-20 17:15:00 ,4.37,3.45,3.21,3.06,3.06,2.94,2.87,2.76,2.74
26-04-20 17:20:00 ,5.32,4.37,4.09,3.94,3.9,3.77,3.82,3.64,3.67
26-04-20 17:25:00 ,5.75,4.65,4.35,4.16,4.09,3.9,3.97,3.77,3.77
26-04-20 17:30:00 ,5.47,4.52,4.2,4.05,3.99,3.82,3.84,3.69,3.67
26-04-20 17:35:00 ,3.04,2.7,2.55,2.51,2.51,2.44,2.46,2.38,2.4
26-04-20 17:40:00 ,4.93,4.07,3.77,3.62,3.58,3.43,3.43,3.28,3.26
26-04-20 17:45:00 ,5.77,4.54,4.14,4.03,3.97,3.77,3.77,3.6,3.6
26-04-20 17:50:00 ,2.98,2.68,2.55,2.51,2.53,2.46,2.46,2.4,2.4
26-04-20 17:55:00 ,3.09,2.74,2.59,2.74,2.74,2.68,2.68,2.55,2.57
26-04-20 18:00:00 ,3.97,3.45,3.28,3.54,3.54,3.36,3.43,3.28,3.3
26-04-20 18:05:00 ,3.94,3.47,3.36,3.34,3.3,3.17,3.19,3.09,3.09
26-04-20 18:10:00 ,3.64,3.21,3.04,3,3,2.89,2.89,2.79,2.79
26-04-20 18:15:00 ,4.33,3.64,3.43,3.34,3.36,3.19,3.17,3.04,3.02
26-04-20 18:20:00 ,4.46,3.75,3.58,3.47,3.47,3.32,3.32,3.19,3.17
26-04-20 18:25:00 ,4.24,3.62,3.49,3.39,3.39,3.24,3.24,3.13,3.11
26-04-20 18:30:00 ,4.05,3.58,3.41,3.34,3.36,3.17,3.26,3.11,3.13
26-04-20 18:35:00 ,3.54,3.11,3.02,2.98,2.98,2.81,2.89,2.76,2.79
26-04-20 18:40:00 ,3.58,3.15,2.96,3.02,3.04,2.85,2.94,2.81,2.85
26-04-20 18:45:00 ,3.71,3.19,3.02,3,3.04,2.94,2.98,2.85,2.89
26-04-20 18:50:00 ,3.3,2.96,2.85,2.81,2.85,2.74,2.79,2.68,2.7
26-04-20 18:55:00 ,2.96,2.7,2.68,2.68,2.7,2.64,2.68,2.59,2.61
26-04-20 19:00:00 ,2.98,2.72,2.7,2.68,2.72,2.59,2.68,2.57,2.61
26-04-20 19:05:00 ,2.34,2.25,2.21,2.19,2.25,2.19,2.23,2.19,2.19
26-04-20 19:10:00 ,1.69,1.86,1.88,1.95,1.99,2.01,2.03,2.01,2.03
26-04-20 19:15:00 ,2.42,2.25,2.19,2.21,2.27,2.21,2.25,2.16,2.19
26-04-20 19:20:00 ,2.34,2.19,2.16,2.19,2.25,2.16,2.25,2.16,2.19
26-04-20 19:25:00 ,2.16,2.03,2.01,2.03,2.12,2.08,2.12,2.06,2.08
26-04-20 19:30:00 ,1.88,1.84,1.82,1.86,1.95,1.91,1.97,1.93,1.95
26-04-20 19:35:00 ,1.5,1.65,1.67,1.73,1.82,1.8,1.86,1.8,1.82
26-04-20 19:40:00 ,1.16,1.46,1.58,1.69,1.73,1.71,1.8,1.76,1.78
26-04-20 19:45:00 ,0.3,0.73,0.86,1.03,1.18,1.18,1.28,1.26,1.33
26-04-20 19:50:00 ,-0.11,0.45,0.62,0.77,0.86,0.96,1.03,1.07,1.13
26-04-20 19:55:00 ,0,0.58,0.73,0.83,0.94,1.01,1.07,1.09,1.16
26-04-20 20:00:00 ,-0.47,0.19,0.4,0.53,0.66,0.79,0.86,0.9,0.98
26-04-20 20:05:00 ,-0.6,0.08,0.32,0.47,0.6,0.68,0.79,0.81,0.9
26-04-20 20:10:00 ,-1.01,-0.37,-0.13,0.08,0.28,0.51,0.66,0.73,0.81
26-04-20 20:15:00 ,-1.2,-0.47,-0.22,0.02,0.19,0.38,0.51,0.58,0.68
26-04-20 20:20:00 ,-1.68,-1.01,-0.73,-0.41,-0.09,0.19,0.45,0.6,0.75
26-04-20 20:25:00 ,-1.61,-0.95,-0.67,-0.37,-0.11,0.13,0.32,0.45,0.6
26-04-20 20:30:00 ,-1.61,-0.9,-0.58,-0.26,-0.02,0.23,0.43,0.53,0.64
26-04-20 20:35:00 ,-1.44,-0.77,-0.5,-0.26,-0.07,0.15,0.28,0.38,0.51
26-04-20 20:40:00 ,-1.33,-0.67,-0.43,-0.26,-0.09,0.08,0.23,0.34,0.45
26-04-20 20:45:00 ,-1.27,-0.67,-0.45,-0.3,-0.15,0,0.15,0.25,0.38
26-04-20 20:50:00 ,-1.46,-0.82,-0.62,-0.5,-0.37,-0.24,-0.09,0.02,0.13
26-04-20 20:55:00 ,-1.83,-1.25,-1.01,-0.77,-0.56,-0.35,-0.15,0,0.17
26-04-20 21:00:00 ,-2.3,-1.59,-1.12,-0.71,-0.47,-0.17,0.02,0.13,0.23
26-04-20 21:05:00 ,-2.64,-2.04,-1.68,-1.23,-0.86,-0.58,-0.39,-0.26,-0.11
26-04-20 21:10:00 ,-2.79,-2.08,-1.57,-1.1,-0.8,-0.5,-0.26,-0.11,0.02
26-04-20 21:15:00 ,-3.03,-2.28,-1.7,-1.25,-0.97,-0.73,-0.56,-0.43,-0.3
26-04-20 21:20:00 ,-2.83,-1.83,-1.14,-0.75,-0.58,-0.39,-0.24,-0.17,-0.07
26-04-20 21:25:00 ,-2.9,-2,-1.23,-0.84,-0.62,-0.37,-0.17,-0.09,0
26-04-20 21:30:00 ,-2.94,-2.06,-1.29,-0.99,-0.75,-0.43,-0.28,-0.24,-0.17
26-04-20 21:35:00 ,-2.92,-2.1,-1.5,-1.18,-0.99,-0.45,-0.32,-0.28,-0.2
26-04-20 21:40:00 ,-3.35,-2.66,-2.1,-1.83,-1.59,-1.08,-0.69,-0.52,-0.39
26-04-20 21:45:00 ,-3.43,-2.6,-2.08,-1.89,-1.65,-0.93,-0.65,-0.5,-0.37
26-04-20 21:50:00 ,-3.22,-2.32,-1.68,-1.76,-1.57,-0.67,-0.52,-0.45,-0.35
26-04-20 21:55:00 ,-3.05,-2.02,-1.42,-1.4,-1.31,-0.67,-0.52,-0.5,-0.43
26-04-20 22:00:00 ,-2.96,-2.08,-1.55,-1.29,-1.08,-0.65,-0.5,-0.45,-0.35
26-04-20 22:05:00 ,-3.07,-2.19,-1.61,-1.31,-1.14,-0.86,-0.71,-0.65,-0.56
26-04-20 22:10:00 ,-3.11,-2.38,-2.02,-1.8,-1.53,-1.1,-0.9,-0.84,-0.73
26-04-20 22:15:00 ,-3.58,-2.73,-2.34,-2.15,-1.93,-1.55,-1.42,-1.35,-1.2
26-04-20 22:20:00 ,-3.82,-3.22,-3.03,-2.88,-2.49,-2.23,-1.95,-1.85,-1.72
26-04-20 22:25:00 ,-3.82,-3.28,-3.09,-2.92,-2.71,-2.43,-2.21,-2.1,-1.95
26-04-20 22:30:00 ,-3.71,-3.05,-2.56,-2.23,-2.15,-1.93,-1.87,-1.85,-1.76
26-04-20 22:35:00 ,-3.61,-2.98,-2.51,-1.95,-1.76,-1.38,-1.2,-1.14,-1.08
26-04-20 22:40:00 ,-3.61,-3.01,-2.51,-1.95,-1.65,-1.27,-1.08,-1.01,-0.93
26-04-20 22:45:00 ,-3.58,-2.96,-2.53,-2.06,-1.7,-1.05,-0.9,-0.82,-0.75
26-04-20 22:50:00 ,-3.39,-2.62,-2.1,-1.93,-1.57,-0.86,-0.69,-0.58,-0.45
26-04-20 22:55:00 ,-3.11,-2.13,-1.7,-1.7,-1.44,-0.84,-0.62,-0.5,-0.39
26-04-20 23:00:00 ,-3.09,-2.21,-1.7,-1.65,-1.33,-0.67,-0.52,-0.47,-0.39
26-04-20 23:05:00 ,-2.96,-2.04,-1.46,-1.25,-0.99,-0.52,-0.43,-0.39,-0.35
26-04-20 23:10:00 ,-2.75,-1.72,-1.2,-1.03,-0.82,-0.5,-0.39,-0.37,-0.32
26-04-20 23:15:00 ,-2.79,-1.89,-1.46,-1.2,-0.97,-0.73,-0.6,-0.56,-0.47
26-04-20 23:20:00 ,-2.92,-2.02,-1.48,-1.27,-1.1,-0.8,-0.69,-0.62,-0.54
26-04-20 23:25:00 ,-2.73,-1.76,-1.33,-1.16,-0.95,-0.65,-0.56,-0.54,-0.47
26-04-20 23:30:00 ,-2.51,-1.53,-1.18,-0.99,-0.9,-0.71,-0.62,-0.62,-0.56
26-04-20 23:35:00 ,-2.26,-1.33,-0.99,-0.88,-0.8,-0.6,-0.56,-0.54,-0.47
26-04-20 23:40:00 ,-2.38,-1.59,-1.29,-1.12,-0.99,-0.8,-0.69,-0.65,-0.56
26-04-20 23:45:00 ,-2.41,-1.5,-1.16,-1.08,-0.95,-0.67,-0.58,-0.58,-0.52
26-04-20 23:50:00 ,-2.3,-1.38,-1.05,-0.95,-0.84,-0.6,-0.54,-0.54,-0.5
26-04-20 23:55:00 ,-2.47,-1.63,-1.29,-1.12,-0.99,-0.8,-0.69,-0.67,-0.62
26-04-21 00:00:00 ,-2.41,-1.59,-1.27,-1.16,-1.01,-0.84,-0.75,-0.73,-0.69
26-04-21 00:05:00 ,-2.53,-1.63,-1.35,-1.27,-1.12,-0.93,-0.84,-0.8,-0.75
26-04-21 00:10:00 ,-2.36,-1.55,-1.33,-1.2,-1.1,-0.95,-0.86,-0.84,-0.77
26-04-21 00:15:00 ,-2.3,-1.53,-1.29,-1.18,-1.1,-0.93,-0.88,-0.88,-0.84
26-04-21 00:20:00 ,-2.23,-1.44,-1.2,-1.1,-1.03,-0.88,-0.84,-0.82,-0.77
26-04-21 00:25:00 ,-2.38,-1.59,-1.33,-1.18,-1.1,-0.95,-0.86,-0.84,-0.8
26-04-21 00:30:00 ,-2.28,-1.46,-1.2,-1.1,-1.01,-0.88,-0.84,-0.86,-0.82
26-04-21 00:35:00 ,-2.43,-1.68,-1.38,-1.23,-1.12,-0.93,-0.84,-0.84,-0.77
26-04-21 00:40:00 ,-2.3,-1.46,-1.2,-1.16,-1.03,-0.8,-0.75,-0.75,-0.69
26-04-21 00:45:00 ,-2.56,-1.83,-1.48,-1.35,-1.14,-0.93,-0.82,-0.82,-0.75
26-04-21 00:50:00 ,-2.79,-2.08,-1.78,-1.63,-1.38,-1.12,-1.01,-0.95,-0.88
26-04-21 00:55:00 ,-3.05,-2.34,-1.98,-1.85,-1.57,-1.2,-1.05,-0.97,-0.9
26-04-21 01:00:00 ,-2.86,-1.98,-1.63,-1.53,-1.42,-1.14,-1.03,-1.01,-0.95
26-04-21 01:05:00 ,-3.05,-2.36,-2,-1.76,-1.53,-1.25,-1.1,-1.03,-0.97
26-04-21 01:10:00 ,-3.26,-2.51,-2.13,-1.98,-1.78,-1.25,-1.14,-1.1,-1.03
26-04-21 01:15:00 ,-3.37,-2.45,-1.95,-1.87,-1.72,-1.08,-1.01,-1.01,-0.97
26-04-21 01:20:00 ,-3.58,-2.77,-2.28,-2.06,-1.83,-1.25,-1.12,-1.08,-0.99
26-04-21 01:25:00 ,-3.39,-2.43,-1.87,-1.76,-1.55,-1.16,-1.05,-1.03,-0.99
26-04-21 01:30:00 ,-3.03,-2.15,-1.74,-1.65,-1.46,-1.16,-1.08,-1.05,-1.01
26-04-21 01:35:00 ,-3.01,-2.17,-1.87,-1.83,-1.61,-1.27,-1.18,-1.16,-1.1
26-04-21 01:40:00 ,-3.26,-2.49,-2.08,-2.02,-1.76,-1.31,-1.2,-1.18,-1.12
26-04-21 01:45:00 ,-3.82,-3.13,-2.68,-2.47,-2.1,-1.68,-1.46,-1.38,-1.27
26-04-21 01:50:00 ,-4.08,-3.43,-2.96,-2.88,-2.47,-1.78,-1.59,-1.48,-1.38
26-04-21 01:55:00 ,-4.14,-3.46,-2.96,-2.98,-2.64,-1.91,-1.78,-1.72,-1.61
26-04-21 02:00:00 ,-4.19,-3.52,-3.09,-3.03,-2.77,-2.04,-1.93,-1.87,-1.76
26-04-21 02:05:00 ,-3.95,-3.18,-2.75,-2.71,-2.6,-2.04,-1.89,-1.83,-1.72
26-04-21 02:10:00 ,-3.84,-3.05,-2.64,-2.53,-2.47,-2.13,-1.95,-1.85,-1.74
26-04-21 02:15:00 ,-3.91,-3.2,-2.77,-2.6,-2.49,-2.13,-1.95,-1.89,-1.78
26-04-21 02:20:00 ,-3.8,-2.96,-2.53,-2.28,-2.21,-1.95,-1.85,-1.8,-1.74
26-04-21 02:25:00 ,-3.82,-2.96,-2.47,-2.17,-2.04,-1.74,-1.65,-1.61,-1.55
26-04-21 02:30:00 ,-3.93,-2.88,-2.26,-2.04,-1.89,-1.59,-1.48,-1.46,-1.4
26-04-21 02:35:00 ,-4.06,-3.18,-2.62,-2.43,-2.19,-1.87,-1.74,-1.68,-1.55
26-04-21 02:40:00 ,-4.31,-3.65,-3.28,-3.05,-2.79,-2.38,-2.23,-2.15,-2.04
26-04-21 02:45:00 ,-4.19,-3.46,-2.96,-2.88,-2.71,-2.26,-2.13,-2.06,-1.98
26-04-21 02:50:00 ,-4.31,-3.63,-3.2,-3.13,-2.88,-2.28,-2.1,-2,-1.87
26-04-21 02:55:00 ,-4.36,-3.67,-3.37,-3.43,-3.18,-2.49,-2.38,-2.34,-2.23
26-04-21 03:00:00 ,-4.44,-3.71,-3.52,-3.56,-3.39,-2.77,-2.62,-2.49,-2.34
26-04-21 03:05:00 ,-4.68,-4.1,-3.71,-3.58,-3.46,-2.77,-2.53,-2.45,-2.3
26-04-21 03:10:00 ,-4.85,-4.21,-3.63,-3.43,-3.31,-2.64,-2.34,-2.23,-2.1
26-04-21 03:15:00 ,-4.98,-4.25,-3.8,-3.61,-3.5,-2.88,-2.56,-2.43,-2.28
26-04-21 03:20:00 ,-5.13,-4.23,-3.74,-3.46,-3.28,-2.88,-2.71,-2.62,-2.51
26-04-21 03:25:00 ,-4.98,-4.12,-3.61,-3.41,-3.24,-2.81,-2.71,-2.68,-2.6
26-04-21 03:30:00 ,-4.91,-4.08,-3.63,-3.46,-3.33,-2.81,-2.66,-2.6,-2.53
26-04-21 03:35:00 ,-4.51,-3.63,-3.39,-3.5,-3.39,-2.6,-2.49,-2.47,-2.43
26-04-21 03:40:00 ,-4.31,-3.48,-3.24,-3.28,-3.28,-2.64,-2.58,-2.53,-2.47
26-04-21 03:45:00 ,-4.38,-3.63,-3.31,-3.31,-3.26,-2.6,-2.51,-2.47,-2.43
26-04-21 03:50:00 ,-4.46,-3.78,-3.39,-3.24,-3.16,-2.56,-2.45,-2.43,-2.36
26-04-21 03:55:00 ,-4.44,-3.69,-3.37,-3.22,-3.13,-2.56,-2.47,-2.43,-2.36
26-04-21 04:00:00 ,-4.29,-3.58,-3.28,-3.16,-3.09,-2.56,-2.47,-2.43,-2.36
26-04-21 04:05:00 ,-4.29,-3.63,-3.33,-3.18,-3.09,-2.6,-2.49,-2.45,-2.38
26-04-21 04:10:00 ,-4.08,-3.56,-3.28,-3.16,-3.07,-2.6,-2.51,-2.47,-2.41
26-04-21 04:15:00 ,-4.08,-3.56,-3.26,-3.13,-3.09,-2.62,-2.53,-2.47,-2.43
26-04-21 04:20:00 ,-4.1,-3.61,-3.28,-3.16,-3.09,-2.64,-2.56,-2.53,-2.47
26-04-21 04:25:00 ,-4.04,-3.54,-3.24,-3.11,-3.05,-2.6,-2.51,-2.47,-2.43
26-04-21 04:30:00 ,-3.99,-3.46,-3.18,-3.05,-3.01,-2.51,-2.45,-2.43,-2.36
26-04-21 04:35:00 ,-3.91,-3.41,-3.16,-3.05,-3.01,-2.56,-2.47,-2.45,-2.38
26-04-21 04:40:00 ,-3.78,-3.35,-3.13,-3.03,-2.96,-2.53,-2.47,-2.45,-2.41
26-04-21 04:45:00 ,-3.8,-3.35,-3.11,-3.01,-2.96,-2.53,-2.45,-2.43,-2.38
26-04-21 04:50:00 ,-3.82,-3.43,-3.18,-3.05,-3.01,-2.6,-2.51,-2.51,-2.45
26-04-21 04:55:00 ,-3.89,-3.48,-3.24,-3.11,-3.03,-2.64,-2.56,-2.53,-2.47
26-04-21 05:00:00 ,-3.91,-3.52,-3.26,-3.16,-3.07,-2.71,-2.6,-2.58,-2.51
26-04-21 05:05:00 ,-3.95,-3.52,-3.28,-3.18,-3.11,-2.73,-2.64,-2.62,-2.56
26-04-21 05:10:00 ,-3.97,-3.52,-3.28,-3.18,-3.11,-2.73,-2.66,-2.64,-2.58
26-04-21 05:15:00 ,-3.93,-3.41,-3.2,-3.16,-3.11,-2.66,-2.62,-2.6,-2.56
26-04-21 05:20:00 ,-3.91,-3.41,-3.18,-3.11,-3.09,-2.64,-2.6,-2.58,-2.53
26-04-21 05:25:00 ,-3.91,-3.46,-3.24,-3.18,-3.13,-2.73,-2.66,-2.64,-2.6
26-04-21 05:30:00 ,-3.82,-3.31,-3.2,-3.22,-3.18,-2.79,-2.73,-2.73,-2.68
26-04-21 05:35:00 ,-3.8,-3.31,-3.16,-3.22,-3.16,-2.77,-2.73,-2.73,-2.68
26-04-21 05:40:00 ,-4.01,-3.54,-3.35,-3.39,-3.28,-2.81,-2.73,-2.71,-2.66
26-04-21 05:45:00 ,-4.29,-3.8,-3.54,-3.46,-3.37,-2.88,-2.81,-2.77,-2.68
26-04-21 05:50:00 ,-4.53,-4.01,-3.71,-3.56,-3.46,-2.98,-2.9,-2.86,-2.77
26-04-21 05:55:00 ,-4.68,-4.08,-3.76,-3.61,-3.54,-3.03,-2.92,-2.88,-2.81
26-04-21 06:00:00 ,-4.59,-3.95,-3.65,-3.56,-3.52,-2.92,-2.81,-2.79,-2.71
26-04-21 06:05:00 ,-4.16,-3.46,-3.22,-3.56,-3.13,-2.71,-2.62,-2.62,-2.56
26-04-21 06:10:00 ,-3.91,-3.28,-3.13,-3.16,-3.07,-2.81,-2.77,-2.77,-2.68
26-04-21 06:15:00 ,-4.19,-3.65,-3.54,-3.5,-3.37,-3.09,-3.01,-2.94,-2.88
26-04-21 06:20:00 ,-4.46,-3.89,-3.69,-3.61,-3.52,-3.07,-2.96,-2.94,-2.88
26-04-21 06:25:00 ,-4.34,-3.78,-3.56,-3.46,-3.33,-2.9,-2.79,-2.77,-2.68
26-04-21 06:30:00 ,-4.1,-3.43,-3.24,-3.07,-2.88,-2.62,-2.49,-2.51,-2.43
26-04-21 06:35:00 ,-3.58,-3.13,-2.94,-2.73,-2.38,-2.45,-2.34,-2.36,-2.23
26-04-21 06:40:00 ,-2.9,-2.6,-2.53,-2.28,-1.91,-2.21,-2.1,-2.19,-2.06
26-04-21 06:45:00 ,-2.21,-2.02,-2.1,-1.87,-1.46,-2.02,-1.98,-2.02,-1.91
26-04-21 06:50:00 ,-1.48,-1.65,-1.7,-1.5,-1.08,-1.8,-1.78,-1.85,-1.72
26-04-21 06:55:00 ,-0.8,-1.33,-1.4,-1.1,-0.67,-1.57,-1.53,-1.63,-1.53
26-04-21 07:00:00 ,-0.32,-0.84,-0.93,-0.71,-0.26,-1.33,-1.29,-1.44,-1.29
26-04-21 07:05:00 ,-0.37,-0.69,-0.93,-0.67,-0.24,-1.31,-1.31,-1.4,-1.29
26-04-21 07:10:00 ,-0.35,-0.71,-0.71,-0.47,-0.07,-1.12,-1.12,-1.2,-1.12
26-04-21 07:15:00 ,0.32,-0.6,-0.45,-0.26,0.19,-0.97,-1.01,-1.1,-1.01
26-04-21 07:20:00 ,0.47,-0.32,-0.6,-0.37,0.1,-1.03,-1.03,-1.14,-1.08
26-04-21 07:25:00 ,0.92,0.17,-0.24,0.06,0.51,-0.75,-0.75,-0.86,-0.82
26-04-21 07:30:00 ,1.31,0.25,0.06,0.32,0.79,-0.56,-0.5,-0.67,-0.58
26-04-21 07:35:00 ,1.84,0.68,0.55,0.68,1.18,-0.28,-0.3,-0.47,-0.39
26-04-21 07:40:00 ,2.03,1.01,0.71,0.88,1.37,-0.17,-0.24,-0.35,-0.28
26-04-21 07:45:00 ,2.25,1.24,0.86,1.11,1.61,0.02,0,-0.15,-0.11
26-04-21 07:50:00 ,2.4,1.41,1.03,1.28,1.69,0.25,0.23,0.08,0.13
26-04-21 07:55:00 ,2.03,1.24,0.86,1.26,1.69,0.17,0.15,0,0.02
26-04-21 08:00:00 ,2.12,1.37,0.94,1.37,1.78,0.45,0.4,0.25,0.32
26-04-21 08:05:00 ,1.63,1.5,1.28,1.67,2.1,0.62,0.58,0.45,0.47
26-04-21 08:10:00 ,1.31,1.28,1.35,2.06,2.49,0.94,0.94,0.77,0.81
26-04-21 08:15:00 ,1.61,1.63,1.67,2.55,2.98,1.41,1.41,1.24,1.28
26-04-21 08:20:00 ,2.59,2.03,2.06,2.49,2.87,1.41,1.35,1.2,1.22
26-04-21 08:25:00 ,3.67,2.87,2.81,3.13,3.62,1.76,1.8,1.61,1.69
26-04-21 08:30:00 ,4.52,3.54,3.04,3.3,3.73,2.16,2.08,1.95,1.97
26-04-21 08:35:00 ,5.19,4.2,3.71,3.88,4.29,2.7,2.7,2.53,2.57
26-04-21 08:40:00 ,5.7,4.39,3.88,3.99,4.31,2.81,2.83,2.64,2.7
26-04-21 08:45:00 ,5.53,4.2,3.77,3.94,4.31,2.85,2.83,2.7,2.72
26-04-21 08:50:00 ,5,3.94,3.62,3.77,4.12,2.61,2.68,2.46,2.55
26-04-21 08:55:00 ,5.34,4.24,3.9,4.09,4.39,2.98,3,2.81,2.83
26-04-21 09:00:00 ,4.87,3.9,3.64,3.77,4.03,2.81,2.81,2.66,2.68
26-04-21 09:05:00 ,5.36,4.48,4.14,4.22,4.44,3.3,3.3,3.11,3.13
26-04-21 09:10:00 ,5.96,4.63,4.05,4.22,4.39,3.36,3.28,3.15,3.13
26-04-21 09:15:00 ,5.47,4.31,3.79,3.94,4.03,3.28,3.19,3.06,3.04
26-04-21 09:20:00 ,5.19,4.12,3.79,3.88,4.01,3.21,3.15,3.04,3.04
26-04-21 09:25:00 ,4.95,3.79,3.34,3.47,3.52,2.96,2.85,2.76,2.74
26-04-21 09:30:00 ,4.14,3.26,2.91,3.04,3.04,2.72,2.66,2.57,2.57
26-04-21 09:35:00 ,4.37,3.56,3.21,3.28,3.28,2.98,2.94,2.85,2.83
26-04-21 09:40:00 ,5.34,4.09,3.6,3.62,3.6,3.19,3.09,2.98,2.96
26-04-21 09:45:00 ,4.59,3.62,3.26,3.3,3.3,3,2.96,2.85,2.87
26-04-21 09:50:00 ,4.61,3.77,3.47,3.47,3.52,3.04,3.02,2.87,2.87
26-04-21 09:55:00 ,6.11,4.95,4.54,4.61,4.65,3.86,3.84,3.62,3.62
26-04-21 10:00:00 ,5.85,4.52,4.07,4.16,4.2,3.56,3.52,3.36,3.34
